Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Pål,Sivertsen,Jakobsenlia 2,Fredriksen,2155,Norge,NO,19771020-9386,+47,98 15 12 20,1977-10-20,True
Berit,Eliassen,Ellingsengjerdet 7,Thornes,9212,Norge,NO,19740602-9180,+47,44887461,1974-06-02,True
Patrik,Andreasson,Järnvägsgatan 516,Uppsala,80673,Sverige,SE,19870322-2077,+46,08-73 80 94,1987-03-22,True
Carl,Pettersson,Genvägen 269,Lidingö,78454,Sverige,SE,19680827-0267,+46,0854-362 58,1968-08-27,True
Sarah,Odonnell,James Villages 142,Port Denisefurt,79224,Danmark,DK,19970623-9718,+45,001-539-567-6955x219,1997-06-23,True
Maria,Smith,Rich Gardens 40960,Jennaborough,76869,Danmark,DK,19950116-1533,+45,+1-998-392-2045x56394,1995-01-16,True
Ingela,Persson,Järnvägsgränd 927,Örebro,39850,Sverige,SE,19430419-4708,+46,0315-74 51 78,1943-04-19,True
Christina,Henriksson,Ängsvägen 465,Umeå,47921,Sverige,SE,19990331-6573,+46,0872-45 20 06,1999-03-31,True
Chase,Kelly,Wright Mission 8230,North Elizabeth,27253,Danmark,DK,19681224-5618,+45,(653)707-2046x92274,1968-12-24,True
Lina,Lindgren,Parkgatan 0,Lidköping,60927,Sverige,SE,19830908-5143,+46,08-407 398 83,1983-09-08,True
Peter,Eriksson,Grangränd 809,Örnsköldsvik,30839,Sverige,SE,19860105-2243,+46,+46 (0)41 56 57 40,1986-01-05,True
Joseph,Rios,Patrick Corner 82541,Port Sarahtown,79530,Danmark,DK,19740927-9275,+45,723-957-2136x044,1974-09-27,True
Else,Knutsen,Thomassenspranget 90C,Livodden,0631,Norge,NO,19751212-8805,+47,36 19 61 23,1975-12-12,True
Carl,Hellström,Åkergatan 5,Göteborg,82527,Sverige,SE,19520107-4288,+46,08-020 193 34,1952-01-07,True
Gun,Larsson,Idrottsstigen 872,Karlstad,60075,Sverige,SE,19760818-0694,+46,0453-06 54 60,1976-08-18,True
Laila,Amundsen,Madsenmyra 40E,Maritås,3861,Norge,NO,20001206-8509,+47,78 30 24 72,2000-12-06,True
John,May,Nathaniel Village 0615,Davidhaven,07457,Danmark,DK,19601209-3820,+45,(691)763-5899x7462,1960-12-09,True
Johanna,Berggren,Ängsgatan 277,Karlskrona,71700,Sverige,SE,19910731-2266,+46,08-740 24 92,1991-07-31,True
Gösta,Johansson,Björktorget 264,Sundsvall,25788,Sverige,SE,20000529-7458,46,0812-661 49,2000-05-29,True
Antero,Juntunen,Rukkilankuja 590,Sodankylä,12823,Finland,FI,19730725-1245,+358,+358859491904,1973-07-25,True
Melanie,Thomas,Shannon Prairie 14522,Stephanieville,35372,Danmark,DK,19540905-6290,+45,9095931746,1954-09-05,True
Roger,Franzén,Grangränd 23,Gävle,66087,Sverige,SE,19730201-2259,+46,+46 (0)078 276 50,1973-02-01,True
Tony,Johansson,Genstigen 23,Lund,42821,Sverige,SE,19860411-1931,+46,+46 (0)8 783 725 79,1986-04-11,True
Jamie,Williams,Franklin Walks 0383,Craigmouth,07701,Danmark,DK,19950211-5785,+45,+1-308-902-1706x32460,1995-02-11,True
Stina,Lundgren,Parkstigen 2,Lund,70546,Sverige,SE,19930712-5775,+46,+46 (0)58 33 43 63,1993-07-12,True
Esa,Honkanen,Maasälväntie 01,Ikaalinen,90985,Finland,FI,19780328-8046,+358,+358 438283730,1978-03-28,True
Arvid,Lundgren,Storvägen 357,Umeå,85784,Sverige,SE,19830802-3669,+46,052-199 70 21,1983-08-02,True
Kim,Mckinney,John Circles 5827,Lake Cynthiamouth,63334,Danmark,DK,19561027-5627,+45,510-658-0606x29354,1956-10-27,True
Erik,Svensson,Storvägen 220,Växjö,15532,Sverige,SE,19430527-5203,+46,0027-04 63 89,1943-05-27,True
April,Ramirez,Jones Mountains 02289,Williamside,45966,Danmark,DK,19640511-2270,+45,+1-754-382-9395,1964-05-11,True
Per,Nilsen,Sivertsenstubben 7,Hagen,3897,Norge,NO,19680604-7345,+47,13287603,1968-06-04,True
Kirsten,Solberg,Brekkebråten 26,Eide,8052,Norge,NO,19720302-7824,+47,47146695,1972-03-02,True
Louise,Pettersson,Ringtorget 781,Uppsala,53481,Sverige,SE,19700408-6502,+46,0603-387 21,1970-04-08,True
Arne,Jonsson,Industritorget 60,Skellefteå,50644,Sverige,SE,19490502-7034,+46,08-718 13 19,1949-05-02,True
Roger,Richards,Becky Manors 5709,North Adamland,78096,Danmark,DK,19990716-6549,+45,861-794-5337,1999-07-16,True
Harald,Strand,Henriksenflata 99C,Kjerstisund,3890,Norge,NO,19591210-9859,+47,420 05 373,1959-12-10,True
Synnøve,Antonsen,Gundersenstranda 4G,Paulsen,6112,Norge,NO,19540101-0265,+47,15365245,1954-01-01,True
Ingeborg,Persson,Björkgränd 700,Stockholm,76311,Sverige,SE,19920926-1088,+46,0306-354 37,1992-09-26,True
Karl,Bäckström,Björkstigen 38,Trollhättan,40149,Sverige,SE,19760707-1189,+46,08-20 68 56,1976-07-07,True
Espen,Ali,Alistykket 79,Haugen,0431,Norge,NO,19471231-3524,+47,+4711631880,1947-12-31,True
Trond,Nilsen,Mathisenvika 5,Ahmed,7723,Norge,NO,19811212-8501,+47,95131045,1981-12-12,True
Maria,Andersson,Ringvägen 544,Norrköping,79664,Finland,SE,19860129-8377,+46,08-325 159 34,1986-01-29,True
Elizabeth,Combs,Brown Island 23453,Karenbury,23056,Danmark,DK,19881221-3710,+45,481.406.4020x6778,1988-12-21,True
Leena,Toivonen,Laakavuorentie 2,Pietarsaari,59092,Finland,FI,19671019-1837,+358,+358026316217,1967-10-19,True
Vilhelm,Johansson,Parktorget 6,Östersund,26946,Sverige,SE,19881120-1148,+46,08-41 72 93,1988-11-20,True
Gunnar,Månsson,Fabriksgränd 840,Falun,41257,Sverige,SE,19910922-6905,+46,08-39 44 76,1991-09-22,True
Karoline,Sæther,Hanssenstykket 2,Roarfoss,3334,Norge,NO,19650217-1779,+47,+47 78 10 62 09,1965-02-17,True
Nathan,Williams,Mark Isle 25618,Rodriguezfurt,73238,Danmark,DK,19620722-7977,+45,+1-343-610-2833x9947,1962-07-22,True
Sissel,Sørensen,Lundhagen 29C,Sandvik,9575,Norge,NO,19761029-4521,+47,21 22 56 94,1976-10-29,True
Viola,Lundmark,Ängsgränd 011,Kristianstad,68950,Sverige,SE,19551208-3596,+46,08-124 649 49,1955-12-08,True
Anna,Göransson,Idrottsvägen 5,Uppsala,47044,Sverige,SE,19451030-1580,+46,+46 (0)16 74 59 43,1945-10-30,True
Tauno,Laiho,Maasälväntie 221,Kristiinankaupunki,62103,Finland,FI,19520115-1688,+358,+358 23 0853007,1952-01-15,True
Per,Bengtsson,Skolgränd 46,Karlstad,70552,Sverige,SE,19571226-0099,+46,0342-59 91 36,1957-12-26,True
Elisabeth,Pettersson,Skolstigen 28,Helsingborg,37302,Sverige,SE,19751102-3032,+46,+46 (0)732 272 13,1975-11-02,True
Anita,Josefsson,Aspgatan 6,Halmstad,21971,Sverige,SE,19510312-9859,+46,+46 (0)8 582 993 68,1951-03-12,True
Eva,Lundberg,Skolvägen 99,Eskilstuna,19353,Sverige,SE,19660729-2529,+46,0773-01 08 02,1966-07-29,True
Göran,Olofsson,Ängstorget 87,Borlänge,67120,Sverige,SE,19490320-8734,+46,08-63 18 08,1949-03-20,True
Einar,Gulbrandsen,Johannessenhavna 10,Olaøy,6806,Nobge,NO,19640420-7045,+47,86 82 03 32,1964-04-20,True
Øyvind,Nygård,Hagenstien 1F,Malineid,6178,Norge,NO,19671111-1938,+47,+47 00 84 65 52,1967-11-11,True
Yvonne,Eriksson,Storgatan 49,Jönköping,75628,Sverige,SE,19460904-7985,+46,0815-33 99 07,1946-09-04,True
Maria,Ottosson,Skolvägen 749,Motala,10726,Sverige,SE,19580906-6482,+46,08-905 69 74,1958-09-06,True
Elisabeth,Olsson,Skogsvägen 833,Östersund,54148,Sverige,SE,19650609-2867,+46,08-99 51 38,1965-06-09,True
Maria,Ballard,Jessica Ways 710,Delacruzmouth,37554,Danmark,DK,19760212-5193,+45,4737267510,1976-02-12,True
Anders,Henriksson,Kyrkotorget 1,Varberg,92114,Sverige,SE,19850105-2620,+46,+46 (0)072 325 44,1985-01-05,True
Ingrid,Höglund,Skolstigen 5,Lidköping,81431,Sverige,SE,19640109-1930,+46,+46 (0)78 95 76 60,1964-01-09,True
Brittany,Thompson,Moore Pine 5833,West Kellyland,84573,Danmark,DK,19740113-4318,+45,9289986840,1974-01-13,True
Lise,Aas,Moenengen 5,Jenssen,2169,Norge,NO,19560506-3287,+47,+4717643065,1956-05-06,True
Dan,Andersson,Stationsvägen 00,Lidingö,81476,Sverige,SE,19470422-4048,+46,08-437 28 14,1947-04-22,True
William,Edlund,Fabrikstorget 371,Borlänge,36927,Sverige,SE,19610802-4210,+46,+46 (0)211 907 43,1961-08-02,True
Maria,Petersson,Idrottsgränd 953,Malmö,98055,Sverige,SE,19450324-0695,+46,0469-24 22 05,1945-03-24,True
Harry,Persson,Aspgatan 425,Sundsvall,29453,Sverige,SE,19811001-7936,+46,08-050 066 91,1981-10-01,True
Kristoffer,Hermansson,Aspgatan 78,Alingsås,72016,Sverige,SE,19561002-0300,+46,0146-47 13 52,1956-10-02,True
Asta,Olsson,Aspgatan 86,Uddevalla,87914,Sverige,SE,19570104-4318,+46,08-24 83 00,1957-01-04,True
Amy,Collins,Moore Plains 91176,North Derek,87329,Danmark,DK,19661231-0849,+45,(958)512-6209x6606,1966-12-31,True
Monica,Viklund,Kyrkvägen 040,Södertälje,28005,Sverige,SE,19970406-3265,+46,08-04 91 22,1997-04-06,True
Barbro,Bergström,Kyrkvägen 88,Eskilstuna,95991,Sverige,SE,19820729-0189,+46,019-903 38 85,1982-07-29,True
Patrick,Shah,Eric Isle 3583,North Gregory,65406,Danmark,DK,19790618-8486,+45,001-694-281-3019x7468,1979-06-18,True
Thea,Helland,Kristensenlyngen 4C,Finnvær,7306,Norge,NO,19590913-0789,+47,938 06 358,1959-09-13,True
Elizabeth,Daniels,Mays Canyon 79195,Lake Darrell,93827,Danmark,DK,19680213-9429,+45,001-879-977-8015,1968-02-13,True
Ray,Kim,Johnson Glen 50526,Mooreshire,40127,Danmark,DK,19911005-8610,+45,+1-724-404-4411,1991-10-05,True
Elisabeth,Nord,Åkertorget 54,Södertälje,25590,Sverige,SE,19550802-9816,+46,0424-94 25 80,1955-08-02,True
Sven,Olsson,Skolgatan 161,Mölndal,28598,Sverige,SE,19430429-6874,+46,+46 (0)8 158 174 79,1943-04-29,True
Birgitta,Friberg,Industrigatan 97,Göteborg,59218,Sverige,SE,19601208-4470,+46,027-37 81 84,1960-12-08,True
Linnea,Larsson,Gengränd 165,Uddevalla,80863,Sverige,SE,19570604-9005,+46,+46 (0)87 80 54 99,1957-06-04,True
Lilian,Sjöberg,Skolvägen 0,Lund,40463,Sverige,SE,19760629-8337,+46,08-409 506 04,1976-06-29,True
Håvard,Johnsen,Martinsenekra 1C,Sæther,5115,Norge,NO,19841123-9754,+47,+47 64 66 79 09,1984-11-23,True
Eric,Barton,Mindy Run 05790,East Brendaland,59159,Danmark,DK,19470329-2209,+45,273-729-7171,1947-03-29,True
Linnéa,Lundberg,Kyrkovägen 68,Östersund,32651,Sverige,SE,19980610-0702,+46,08-312 72 42,1998-06-10,True
Olivia,Larsson,Nygränd 016,Landskrona,98382,Sverige,SE,19620912-8164,+46,076-003 96 97,1962-09-12,True
Trine,Jensen,Solheimberget 292,Brekke,4424,Norge,NO,19411211-7743,+47,934 90 842,1941-12-11,True
Cynthia,Johnson,Young Ridges 56690,Port Chad,51400,Danmark,DK,19531218-7410,+45,(769)377-0477x435,1953-12-18,True
Elisabeth,Rosén,Granvägen 8,Växjö,27179,Sverige,SE,19650218-5881,+46,0103-05 01 04,1965-02-18,True
Emma,Fredriksen,Gundersenmoen 1,Jakobsen,8833,Norge,NO,19981012-6559,+47,21782360,1998-10-12,True
Tonje,Halvorsen,Brekkevika 78,Jakobsen,3558,Norge,NO,19750104-6008,+47,87 21 03 74,1975-01-04,True
Torsten,Fredriksson,Genvägen 82,Linköping,42734,Sverige,SE,19580111-4940,+46,072-339 38 23,1958-01-11,True
Charlotte,Andersson,Stationsgränd 43,Kalmar,43428,Sverige,SE,19460718-8663,+46,076-50 46 59,1946-07-18,True
Anette,Helland,Svendsenbråten 3A,Elsebø,1919,Norge,NO,19981205-5539,+47,14 77 70 58,1998-12-05,True
Margareta,Nyman,Storvägen 47,Falun,27268,Sverige,SE,19441021-9217,+46,08-333 408 42,1944-10-21,True
Eva,Olsson,Parkgränd 872,Växjö,15081,Sverige,SE,19780518-4953,+46,08-107 40 03,1978-05-18,True
Rebecka,Johansson,Ekstigen 35,Uppsala,92566,Sverige,SE,19890827-0912,+46,050-263 86 43,1989-08-27,True
Whitney,Rubio,David Manors 567,New Garyton,36013,Danmark,DK,19990705-9522,+45,660.806.7055,1999-07-05,True
Robert,Eklund,Björktorget 53,Örnsköldsvik,98630,Sverige,SE,19640620-9111,+46,08-91 80 29,1964-06-20,True
Reidun,Tveit,Jacobsentoppen 6F,Pedersen,6613,Norge,NO,19560710-4870,+47,+47 14 19 47 94,1956-07-10,True
Linnéa,Oskarsson,Ängsstigen 07,Göteborg,91177,Sverige,SE,19631202-6804,+46,039-17 73 90,1963-12-02,True
Uno,Törnqvist,Trädgårdsgatan 82,Södertälje,47272,Sverige,SE,19970801-5271,+46,08-305 49 19,1997-08-01,True
Anna,Johansson,Skolgränd 97,Sandviken,25555,Sverige,SE,19890518-3184,46,08-58 79 27,1989-05-18,True
Knut,Henriksen,Mathisenhaugen 3,Helenehamn,2973,Norge,NO,19980615-5932,+47,35057204,1998-06-15,True
Dag,Holm,Jenssenåsen 58,Helgevær,6044,Norge,NO,19481028-8280,+47,+4775354862,1948-10-28,True
Amy,Thompson,Karen Trail 51986,North Heather,30592,Danmark,DK,19910715-7103,+45,448-655-5478,1991-07-15,True
Øyvind,Edvardsen,Lundbråten 18,Petterhamn,6170,Norge,NO,19900622-2219,+47,27148673,1990-06-22,True
Carolyn,Garcia,Nicholas Port 8227,Walterborough,14061,Danmark,DK,19990619-8264,+45,247.786.7018x906,1999-06-19,True
Claes,Persson,Stationsgatan 34,Ängelholm,90902,Sverige,SE,19641221-2472,+46,0399-965 07,1964-12-21,True
Stig,Andersson,Strandstigen 3,Skellefteå,85216,Sverige,SE,19960701-5622,+46,+46 (0)503 854 48,1996-07-01,True
Krister,Bäckström,Järnvägstorget 74,Östersund,80627,Sverige,SE,20000518-5828,+46,010-44 08 69,2000-05-18,True
Charlotta,Erlandsson,Villagränd 4,Linköping,54976,Sverige,SE,19641023-0652,+46,08-84 78 42,1964-10-23,True
Mona,Haugen,Nygårdhavna 6,Sisselby,9637,Norge,NO,20000308-0758,+47,+4721410368,2000-03-08,True
Berit,Haugland,Nygårdskrenten 48,Heidiodden,1268,Norge,NO,19950921-4950,+47,906 92 837,1995-09-21,True
Ingegerd,Lindgren,Järnvägsvägen 08,Kalmar,61444,Sverige,SE,19900817-8443,+46,025-387 18 44,1990-08-17,True
Elisabeth,Blomberg,Parkgränd 60,Uddevalla,79885,Sverige,SE,19730917-9013,+46,082-44 55 98,1973-09-17,True
Nils,Moe,Nygårdroa 6G,Strøm,6910,Norge,NO,19980619-8959,+47,64 80 69 46,1998-06-19,True
Ivar,Karlsson,Genstigen 48,Skövde,18676,Sverige,SE,19530404-0831,+46,+46 (0)267 920 96,1953-04-04,True
Kenneth,Andersen,Madsenstykket 19,Juliestrand,5329,Norge,NO,19550813-9025,+47,02382345,1955-08-13,True
Martha,Jennings,Crawford Circle 9453,North Sandyton,08363,Danmark,DK,19470619-6944,+45,985-871-0597,1947-06-19,True
Maria,Haugen,Strømbråten 55,Knutsen,7907,Norge,NO,19720108-1446,+47,92 67 02 85,1972-01-08,True
Matti,Kumpulainen,Fahlanderin puistobulevardi 1,Keminmaa,12321,Finland,FI,19670422-342L,+358,+358077538352,1967-04-22,True
Øyvind,Helland,Bøeberget 92,Sivertsen,2408,Norge,NO,19430505-7203,+47,44862084,1943-05-05,True
Synnøve,Haugland,Sørensentjernet 09A,Sørensen,8682,Norge,NO,19990430-0501,+47,48530454,1999-04-30,True
Richard,Simon,Stacy Station 89524,North Misty,62129,Danmark,DK,19900505-8067,+46,6668543672,1990-05-05,True
John,Dickson,Steele Lodge 84339,Lake Brandon,22983,Danmark,DK,19860607-4691,+45,968-491-1629x2742,1986-06-07,True
Sofie,Vik,Martinsenfaret 6,Arildøy,8930,Norge,NO,19600925-9090,+47,+4763996066,1960-09-25,True
Joshua,Ellis,Michael Run 46091,West Tarafort,05476,Danmark,DK,19640525-4846,+45,+1-798-982-1201x808,1964-05-25,True
Johanna,Friberg,Skogsgränd 08,Umeå,85828,Sverige,SE,19930817-7500,+46,0587-32 18 84,1993-08-17,True
Åke,Larsson,Strandgatan 8,Landskrona,65313,Sverige,SE,19480315-8245,+46,+46 (0)088 763 84,1948-03-15,True
Anneli,Johansson,Kvarngränd 83,Lidköping,90058,Sverige,SE,19870918-5409,+46,08-588 811 65,1987-09-18,True
Roy,Aune,Vikfaret 647,Isaksen,6611,Norge,NO,19970618-0037,+47,68 90 57 68,1997-06-18,True
Erik,Carlsson,Nygatan 80,Karlskoga,37026,Sverige,SE,19520524-0231,+46,08-512 96 05,1952-05-24,True
Petter,Christensen,Aasenmoen 63,Mikkelsen,1379,Norge,NO,19900816-9563,+47,451 61 912,1990-08-16,True
Ella,Skoglund,Åkergränd 4,Uppsala,68478,Sverige,SE,19731202-9608,+46,084-196 36 85,1973-12-02,True
Margit,Bergström,Björkstigen 77,Mölndal,91501,Sverige,SE,19650301-7252,+46,0307-28 53 39,1965-03-01,True
Courtney,Cabrera,Shawn Lake 028,Brownmouth,32551,Danmark,DK,19440120-1491,+45,001-651-349-0029x3789,1944-01-20,True
Valdemar,Karlsson,Kyrkvägen 796,Borås,98530,Sverige,SE,19930510-9164,+46,0587-241 41,1993-05-10,True
Kajsa,Norén,Järnvägsvägen 96,Östersund,31116,Sverige,SE,19850914-0491,+46,08-68 79 73,1985-09-14,True
Elisabeth,Andreassen,Rasmussenlia 7,Brekke,0951,Norge,NO,19740805-5003,+47,955 93 386,1974-08-05,True
Torsten,Eriksson,Bäcktorget 61,Göteborg,69568,Sverige,SE,19581221-1886,+46,+46 (0)8 932 277 12,1958-12-21,True
Tomas,Englund,Skogstorget 1,Borlänge,37137,Sverige,SE,19741225-8103,+46,0668-44 06 21,1974-12-25,True
Karin,Olsson,Stationsvägen 683,Jönköping,49168,Sverige,SE,19950511-5779,+46,+46 (0)8 766 392 44,1995-05-11,True
Roger,Holm,Myklebustskogen 88,Tonjesund,0373,Norge,NO,19880814-8534,+47,955 71 537,1988-08-14,True
Elisabeth,Larsson,Järnvägsgatan 225,Lidingö,34413,Sverige,SE,19960216-5666,+46,08-890 05 66,1996-02-16,True
Magdalena,Andersson,Strandgränd 8,Lund,11756,Sverige,SE,19640808-9296,+46,08-18 26 20,1964-08-08,True
James,Johnson,Mayer Flats 28870,Vegaport,89844,Danmark,DK,19851119-9210,+45,001-480-705-5813,1985-11-19,True
Inger,Amundsen,Hagengata 6,Mariås,4248,Norge,NO,19691220-7596,+47,457 23 926,1969-12-20,True
Magne,Arnesen,Jenssenåsen 54,Annbø,4176,Norge,NO,19920210-5233,+47,+47 55 17 96 38,1992-02-10,True
Arne,Sivertsen,Eidelunden 2,Sivertsen,8693,Norge,NO,19580921-3342,+47,86296283,1958-09-21,True
Rebecca,Parrish,Michelle Underpass 302,West Davidview,80012,Danmark,DK,19580112-2837,+45,(732)273-1331,1958-01-12,True
Leif,Lundin,Nygatan 191,Piteå,99296,Sverige,SE,20000629-9172,+46,035-37 84 58,2000-06-29,True
Anna,Andersson,Kyrkovägen 07,Karlstad,41244,Sverige,SE,19970203-1309,+46,+46 (0)8 207 850 67,1997-02-03,True
Sarah,Avery,Wong Tunnel 723,Christyville,78600,Danmark,DK,19440805-8855,+45,296.555.5071,1944-08-05,True
Barbro,Bergström,Ängsgatan 90,Trelleborg,31975,Sverige,SE,19660607-2255,+46,08-345 295 51,1966-06-07,True
Nancy,Kennedy,John Wall 752,Christopherton,19295,Danmark,DK,19731215-1308,+45,(284)823-0964x316,1973-12-15,True
Laura,Rivers,Martinez Passage 26916,New Christinaland,78595,Danmark,DK,19590602-9899,+45,547.322.1867x26476,1959-06-02,True
Gunnar,Lindén,Ängsstigen 1,Skellefteå,81374,Sverige,SE,19500308-5334,+46,023-33 65 25,1950-03-08,True
Niklas,Persson,Furugatan 7,Landskrona,13930,Sverige,SE,19930829-2372,+46,0611-34 56 77,1993-08-29,True
Sonja,Berglund,Idrottsstigen 59,Alingsås,42340,Sverige,SE,19940918-1021,+46,08-39 53 78,1994-09-18,True
Peter,Adams,Nathaniel Parkway 744,West Sherry,08992,Danmark,DK,19421028-7027,+45,(936)834-3515x9504,1942-10-28,True
Antero,Hämäläinen,Waseniuksen puistopolku 71,Taivalkoski,14279,Finland,FI,19560630-2496,+358,+358005634962,1956-06-30,True
Tor,Rønning,Ellingsengata 90C,Vik,5804,Norge,NO,19640618-8070,+47,462 05 426,1964-06-18,True
Vilhelm,Lundström,Trädgårdsgränd 675,Kristianstad,83478,Sverige,SE,19500421-7277,+46,0474-87 10 25,1950-04-21,True
Marius,Christensen,Martinsenåsen 9,Nguyen,1395,Norge,NO,19781104-8767,+47,936 57 661,1978-11-04,True
Ann-Marie,Björk,Kyrkgatan 372,Sundsvall,94905,Sverige,SE,19710417-0034,+46,08-91 92 81,1971-04-17,True
Albert,Reid,Tracey Route 11011,West Erichaven,21797,Danmark,DK,19890727-5011,+45,880-574-5630x33052,1989-07-27,True
Ann,Abrahamsen,Hellandhavna 6,Arnevær,0107,Norge,NO,20001113-2424,+47,461 57 967,2000-11-13,True
Lina,Nilsson,Björkgatan 734,Kristianstad,81636,Sverige,SE,19720615-8792,+46,057-22 19 84,1972-06-15,True
Ingvar,Lindqvist,Industrivägen 2,Umeå,77843,Sverige,SE,19931217-5621,+46,08-343 499 97,1993-12-17,True
Karen,Tangen,Knutsenbakken 60B,Pettersen,0184,Norge,NO,19940809-5195,+47,40342328,1994-08-09,True
Mona,Johnsen,Thorsenmyra 2G,Lien,3696,Norge,NO,19570930-5420,+47,+47 77 39 92 11,1957-09-30,True
Hanna,Strand,Industrivägen 902,Halmstad,21350,Sverige,SE,19681004-9240,+46,+46 (0)490 499 62,1968-10-04,True
Kristina,Svensson,Nygatan 6,Skellefteå,58317,Sverige,SE,19760407-4391,+46,0999-537 29,1976-04-07,True
Janice,Padilla,Williams Square 36491,East Christopher,02419,Danmark,DK,19760107-1513,+45,3562369461,1976-01-07,True
Marie,Möller,Ängstorget 1,Ängelholm,27797,Sverige,SE,19411111-9241,+46,08-14 62 15,1941-11-11,True
Per,Berg,Bøekollen 6,Kirstenfjell,5534,Norge,NO,19470714-2426,+47,34 35 88 02,1947-07-14,True
Therese,Svensson,Backvägen 385,Göteborg,35650,Sverige,SE,19960628-5534,+46,08-460 24 94,1996-06-28,True
Tapani,Salo,Wavulininpolku 7,Rovaniemi,09056,Finland,FI,19580904-881X,+358,+358 084152141,1958-09-04,True
Inga-Lill,Lundgren,Stationstorget 15,Malmö,49094,Sverige,SE,19821221-1171,+46,0047-457 99,1982-12-21,True
Michelle,Cook,Kathy Burg 165,Annetteshire,14780,Danmark,DK,19471110-4191,+45,984.644.7875x39004,1947-11-10,True
Inga,Jensen,Kyrkgatan 1,Västerås,18572,Sverige,SE,19971006-3682,+46,0634-23 77 74,1997-10-06,True
Josef,Aronsson,Skolstigen 2,Trollhättan,59071,Sverige,SE,19820224-0436,+46,08-551 97 85,1982-02-24,True
Nathan,Nelson,Meyer Stream 6780,West Jessicaside,10791,Danmark,DK,19870902-5191,+45,(984)281-1053,1987-09-02,True
Keith,Forbes,Lewis Knoll 245,South Timothyport,51038,Danmark,DK,19550311-7494,+45,749-998-1146x0379,1955-03-11,True
Lars,Melin,Backvägen 07,Alingsås,56182,Sverige,SE,19570205-7247,+46,08-77 49 56,1957-02-05,True
Annika,Jonsson,Villatorget 997,Karlskoga,10491,Sverige,SE,19620826-4088,+46,0772-563 23,1962-08-26,True
Astrid,Strand,Järnvägsvägen 916,Göteborg,54319,Sverige,SE,19790105-8556,+46,08-475 62 22,1979-01-05,True
Rune,Gustafsson,Storstigen 85,Sandviken,55406,Sverige,SE,19810512-4414,+46,+46 (0)049 475 80,1981-05-12,True
Rebecca,Pearson,Andrea Shore 04930,East Savannahside,98214,Danmark,DK,19790906-1277,+45,802.274.6651,1979-09-06,True
Josefine,Karlsson,Stationsgatan 73,Umeå,86877,Sverige,SE,19880807-9957,+46,005-24 26 83,1988-08-07,True
Kristina,Jansson,Idrottsstigen 1,Växjö,49802,Sverige,SE,19840604-9274,+46,+46 (0)82 35 93 19,1984-06-04,True
Maria,Pettersson,Ringvägen 00,Västerås,81345,Sverige,SE,19470616-0436,+46,08-255 18 34,1947-06-16,True
Emil,Pettersson,Nyvägen 5,Helsingborg,63713,Sverige,SE,19711130-2183,+46,+46 (0)55 81 41 77,1971-11-30,True
Erik,Nygård,Halvorsenstubben 19D,Sigurdvær,6111,Norge,NO,19671105-1831,+47,41388160,1967-11-05,True
Keith,Schwartz,April Landing 0956,West Lisa,19037,Danmark,DK,19781116-5272,+45,751-450-7621x65942,1978-11-16,True
Elsa,Andersson,Granstigen 7,Borlänge,85645,Sverige,SE,19811002-2777,+46,0718-362 66,1981-10-02,True
Bertil,Nilsson,Skolgränd 7,Trelleborg,11675,Sverige,SE,19640309-8528,+46,08-09 09 77,1964-03-09,True
Jenni,Parviainen,Runoilijantie 10,Kokkola,59068,Finland,FI,19410102-160M,+358,0292104420,1941-01-02,True
Christy,Mann,Amy Gardens 697,Johnsonburgh,44131,Danmark,DK,19420624-0821,+45,+1-940-289-5447,1942-06-24,True
Sara,Carlsson,Skolvägen 711,Karlskrona,99023,Sversge,SE,19520516-2635,+46,+46 (0)523 147 68,1952-05-16,True
Robin,Cherry,Garcia Estates 76659,New Kevinberg,87900,Danmark,DK,19470824-4066,+45,744.323.4924x401,1947-08-24,True
Daniel,Josefsson,Kvarnvägen 5,Jönköping,72645,Sverige,SE,19410702-0132,+46,086-45 23 38,1941-07-02,True
Erik,Johansson,Trädgårdsstigen 63,Stockholm,19916,Sverige,SE,19920508-7434,+46,08-57 91 01,1992-05-08,True
Lars,Olsson,Idrottsgatan 6,Varberg,35925,Sverige,SE,19730615-9073,+46,+46 (0)086 894 71,1973-06-15,True
Irene,Nilsson,Stationsvägen 8,Kristianstad,32899,Sverige,SE,19630614-8964,+46,054-029 63 39,1963-06-14,False
Cathrine,Aas,Eliassenstien 27,Pettersen,9597,Norge,NO,19731104-1485,+47,46441667,1973-11-04,True
Sune,Jakobsson,Furugränd 5,Kalmar,43328,Sverige,SE,19440614-4873,+46,030-552 35 44,1944-06-14,True
Tuulia,Välimäki,Kolsinkuja 754,Tornio,45633,Finland,FI,19920801-1491,+358,+358737706502,1992-08-01,True
Jesper,Möller,Furustigen 209,Karlstad,86402,Sverige,SE,19980505-8782,+46,08-45 61 69,1998-05-05,True
Ulrika,Öhman,Bäckvägen 83,Stockholm,66218,Sverige,SE,19860413-9859,+46,+46 (0)8 684 976 74,1986-04-13,True
Stefan,Fredriksson,Skolgatan 3,Ängelholm,57129,Sverige,SE,19491209-4370,+46,08-524 570 21,1949-12-09,True
Jenny,Rønning,Thorsenflata 4,Aas,6619,Norge,NO,19521002-3582,+47,+47 75 05 28 39,1952-10-02,True
